,label,text
826143,1,tim top g amp rs pocket money chanc centuri get trampolin
1332010,1,yeah noth plan yet date let know
755681,0,dentist offic go home know go pain
559294,0,work x
1416883,1,happi quot bird quot belmont
1552331,1,offspr go go far kid
477625,0,guess like new build far
689796,0,oh definit got videotap time american idol camera miss best one
951141,1,love bed love school tomorrow love shutter shade love parent
1181580,1,good night follow pleasur today meet tomorrow
194910,0,aww school
691205,0,hmmmmmm guy look noth like
233253,0,walk beauti weather still bit burnt yesterday though hope turn tan
1489468,1,thought father day yesterday
714350,0,lot peopl start follow tweet away gone strang never get know
431816,0,bad dream last night
50069,0,guess chanc get claw germani bad
192988,0,bigggest headach sleeeeep lot sleeep
578402,0,shame intern leader accept ahmadinejad iran presid shame u japan russia iranelect
289022,0,dread go see doctor
1203693,1,peac twittizen actual tire question must end lol thank ya ya particip everyon great night
533699,0,hate go good mood bad mood like suck
178722,0,yeah tri send msg also tri put pic happen approv summit
292050,0,yup suck howev dust keep go think allnight
1224323,1,slept day yesterday see
474484,0,lol parti mayb day tho see
587409,0,wait til get therr sorri could make tonight
288849,0,soo agre miley look quit disappoint
140369,0,fall asleep throw awesom nawt
419671,0,yep u sleepi carli
1358827,1,sigh wait girl god love wed
216478,0,know find u went site also went forum ning must stupid someth shuk curiou
1584630,1,blasttttt lover pant tell gerald hi lol
528627,0,yeah tricki navig reveal twitter bit much less subtl though
633028,0,day turn disastr lost bid ebay
781909,0,yesterday best day ever sooooooo much fun want go agaian love ya girl
684748,0,alway live like fuck alway live like fuck
501888,0,sinc done come go bed rest anoth day noth ness
129488,0,windi
1120961,1,funni missi ye drink wine wine fuck
298360,0,went circu scrape knee hurtss
342673,0,win mobil nice work well g instal wm
652394,0,take babi dr go get shot poor babi
1304434,1,hahaha seema like good idea hahaha ill prepar next time
535182,0,want show pic camera
1132933,1,said say saw kickin old skool time two week thing much
632666,0,wow miss
545390,0,comput problem ugh
958185,1,indulg day bread bake read tea exquisit thornton chocol
800228,1,busi busi day bathroom progress well though
184709,0,back nyc got back sunday go back nyc
65156,0,said bye kitti
809800,1,relay life weekend
533240,0,gay love
301250,0,tomorrow drug test day
570446,0,miss someon
608771,0,fell asleep sleep
293022,0,ye awesom never get go concert poor lol
710621,0,wtf tremi offici happend demi lol love realli
318234,0,solemn respect th anniversari tiananmen massacr china block twitter flickr youtub pathet
1443049,1,good morn special quot hello quot goe duck today hug xxxx
587918,0,ahhh sooooo itchi today hate say think might know caus damn allergi
456106,0,courtney lee lose game twice
263230,0,hous chri help project
216163,0,chelsea okayiwatch last min jon kate plu made teari poor kid
1106460,1,fair would say cocktail right
1015417,1,restaur citi saturday night
1298080,1,final watch hill final
862524,1,depend juic stop think stori write sleep
1343722,1,theme restaur alway fun even dress like park ranger year
1422228,1,someon say parti
95726,0,man realli wish date cousin wed
445593,0,ahhhh got pick holmdel book drive vip waahhhhh well honor nomin lol sigh
874394,1,love kind differ often like
132460,0,kid sick jenn sick go bad week
546399,0,offici old six flag longer fun
556235,0,put orient video pixi home page help flickrati know still got
690820,0,woke killer sore throat sick go well work fuge pleas pray better love student
1212663,1,woke turn tv omg gooni wereon better way start day gooni breakfast
899661,1,hmv
1527878,1,peopl say money buy happi big fat liar
594221,0,sunday wkend lawyer rang yesterday suck sorri chick
1487943,1,done school today
310818,0,anoth note air franc tragedi sad poor peopl love one left behind
939817,1,chanc see name hope
1234350,1,excit dad want start run mom run hehe want race
196476,0,ow think trap nerv pull muscl shoulder
1296247,1,sound like someon vest interest threat
466555,0,alway happen whay hate pepol hate everyth
244135,0,stuck hw n feel accomplish well reali ng coulda done earlier
1263941,1,thank love pictur
230863,0,lmao sick sleep
1152261,1,awww know miss
995120,1,lot coffe water juic realli cold shower readi work hope feel terribl
1057584,1,straighten hair go park autumn
29126,0,bum go back school tomorrow
1191794,1,know whole thing seem kind last minut dvr call quot announc quot glad tweet
233187,0,bore
940122,1,spacewalk snack bar helmet grab teeth via ok snack break work
1229981,1,fair enough good luck rough time gm great time turn everyth around well
1324156,1,ye happi
1317388,1,love boomerang think talent heaven know beauti lt keep good work
352819,0,yeah thank lol harem left seem like
842972,1,concentr today fill excit idea plan damn weekend make happi
925253,1,best mouth south
803947,1,ohmygodaa massiv fan think amaz actor brrriilliiiaannt singer say hi cast
484698,0,estoy llorando black key turn right
312836,0,comput broken know money fix
517245,0,rest mode last night disappoint
979942,1,brace cowbel kid
1139552,1,haha twitter problem tweetdeck ye chuck parad
728825,0,want black berri type cell phone guy usin use docomo kinda nice broken easili
373433,0,learn spell let abbrevi
1285748,1,work delet paper
430382,0,tri mobil thingi twitter
1577598,1,last dayya finaaaal happi easi one
1216926,1,inflict skin damag shoulder hour park
921914,1,breakfast mom famili
980828,1,get podium normal servic resum
1062951,1,love lt
149683,0,super bore work one awak ew
539603,0,sad r gone
36183,0,offer metric fuckton hug suck extra super hardcor hun kinda relat owe state big time
164651,0,pet get cancer
1355099,1,follow pastor judah sermon inspir warm hug indonesia ps old
811360,1,mucho fun famili outlet soon
972470,1,watchd twilight lol love
198840,0,ohhh wot bummer radio tv
409110,0,sigh c mon guy team play thursday night
1024186,1,night coffe cigarett
1138321,1,dear pleas tri lot fun total dork sure fab
137081,0,think
1404708,1,qi last night top fun got sore throat laugh sean lock rob brydon jo brand et al mani thank
60158,0,reinstal window laptop keep busi minut raini sunday afternoon
1004147,1,go matti tonight
971743,1,tell ya got facelift
730675,0,els talk urgh nadin hot seat
1515677,1,back jb want sleep feel like pig lazy anyway gg religi class later
109357,0,hello jan see quot client k quot z
143167,0,yea drunken back sore
839329,1,se beauti
401726,0,big bro got beaten last night hospit
19665,0,work last day easter holiday back colleg aswel tommorow
965622,1,good say insan
825739,1,progress tranc runrer nicotin
749448,0,whew chines earlier big failboat
628710,0,watch terribl movi
632667,0,tachycardia today still stop
522255,0,yeah everyon leav cool
1216869,1,bye bye bali go miss see august
499080,0,feel like outsid look
1454840,1,twitter yay offic lucki got renew dismal st season rest season great
1121160,1,hungri go eat soon
1072762,1,pleas tri dm
1085483,1,eyebrow wax shop sit sun day
20477,0,want go school tomorrow
1084646,1,goodnight twitter addic
549594,0,mani mac offic today lindsay get none fair
437779,0,saw bambi road kill side highway
639934,0,websit un access wait minut tri otherwis guy inform
1572905,1,go get x pictur taken
822271,1,okay done spam night better b glad love u g
197327,0,jolen cheok crave chocol fudg browni comfort food help calm mind
1245244,1,shout thing get stain tri soak night
381763,0,bore becki go soon done much hous wrk stnd plan becom insan today hear well practic skill
925332,1,time diana find right mayb idk anymor got lost twitter ago
1151079,1,coupl hour
1343338,1,lo angel area amp look real shoe repair expert find
1442867,1,jj rock edg rock listen pod cast morn madhous awesom
1285989,1,optic illus see first
134029,0,want go brazil miss
292524,0,tough wow raid tonight amaz much group skill cohes slip sinc last big dungeon warcraft
212976,0,wish dog cuddl xx
874804,1,hope
1205597,1,omfg knew would sign boob love mum met gave letter amp pictur repli got
1275342,1,tire type deck instead desk lol go get shut eye tri ignor meow
274686,0,less wonder wife today
210245,0,chines albino dwarf hamster die
14784,0,want rainbow lei cash
248781,0,love sean bean everi movi good guy heart via event outsid control end bad fault
1549664,1,happi half bday lol mandi follow
950006,1,glad agre send photo text alreadi thank
281880,0,motiv ist
1259538,1,mani total
977842,1,finish debat aiesec leadership debat great panel good bunch student thx opportun
1030160,1,haha kind game pic gossip girl front make want
23870,0,want state judg friday
442784,0,watch gossip girl lt work
330610,0,kind piss find realli tv internet sinc damn heat
588063,0,jason plannin watch transform sinc last year nw muvi openin getin nearer myt see alon
114819,0,realli need last night great sad kitti kat gone haj soon bbuuutttt miami call name
1199031,1,funni yr old excit twilight best kiss
73209,0,want go melbourn need find job
1345847,1,thirsti need h hmm handi pick fresh well water set
870876,1,understood big brother watchin lol ooh sent first doofu u caught lmao
91937,0,gene move valley tomorrow feel sort depress
491962,0,hot sleep
557247,0,tummi hurt
346659,0,way pom camp
839621,1,yeah box hard wire worri cheap osx
934482,1,think gorgeou like realli
1376903,1,guess earn mull wine hey chines takeaway non mull wine kid asleep
1144150,1,admit measur appreci girli thing
1403953,1,hang best friend today good day
1302106,1,yeah elev favorit news person
329186,0,sim keep crash iphon alreadi restart
980008,1,oh lord globe sm call unless tweet okay
1397910,1,good earli morn phone call reallli earli phone call exhaust
536222,0,home bleck
91785,0,voic make want cri bad lt merci remind sad time
1222981,1,biolog test done last week hate biolog tictac tasti
751142,0,excus jon kate got divorc
378396,0,suck
232369,0,bugger somewher travel lost flip mino good footag rico tubb ah well
493632,0,oh well hang
1590912,1,thank katherin love site go get em
192166,0,lucki walk upstair eat breakfast
147135,0,work start alreadi wish
153383,0,could attend year son came whop cough stay home
1511864,1,statu updat twitter ice timestamp mon jun cest
823775,1,ye sproutamillion fun like quot sprout million follow quot
374405,0,show tonight walk car find key five min tri open door one open wit
874539,1,finish late dinner head bake hoteli got ta get readi late show
1447396,1,woke sound rain rememb quot sky may warm spirit smile feel follow quot smile
1031732,1,love go drive even jillian scare
216304,0,ahnem prefiro hous e grey anatomi
155426,0,happi got late even java jolt stay focus get thing done tonight last day agito tomorrow
1037438,1,ha ha look forward follow evolut via twitter
1552352,1,dang good reason cook dinner
1241889,1,yeah dad accent like quot simmah quot love tidbit
621441,0,goodnight earli rise roll sunday get real lie
318439,0,enviou work day begin
444506,0,mmmm rib chicken ceasar salad order tradit famili restaur would make bbq ga
1364964,1,see
368824,0,definit need celebr leav state st
1061903,1,watch prison break got commend amaz playlist leed artist could improv
889440,1,bllaaahhh heh stole comput
374960,0,go bed soo tire huge night owl somtim problem oh well good night fellow twitter
681379,0,want go see hangov think everyon know alreadi gone noah want boo mayb wait dvd
418310,0,lol r u doin bore
337564,0,realli think famili could good luck good news bad news becom predict x
135494,0,start day radio alarm goe viva la vida ah well
